id,name,cityName,stateCode,postalCodeNumber,address,phoneNumber,websiteUrl,orgPackageTypeName,scraped_metro,latitude,longitude,companyPageUrl,logoUrl
10628,Gulf Coast Estate Sales,Naples,FL,34112,1716 Kings Lake Boulevard #204,(352) 233-5737,http://www.wix.com/EDENHospitality/EDEN%20Hospitality,Basic,Naples,26.114606,-81.743982,,
137987,Clearly Quick Estate Services,Bonita Springs,FL,34135,27249 Pullen Ave ,(239) 409-1112,https://clearlyquick.com/,Basic,Naples,26.368316,-81.732811,,https://picturescdn.estatesales.net/orglogos/137987/637048065347402855.jpg
145520,Peacock Avenue Design,Bonita Springs,FL,34134,,(215) 284-1416,https://maps.app.goo.gl/UoFvFvG6rYJkin8j7?g_st=ic,Basic,Naples,26.347548,-81.844804,,https://picturescdn.estatesales.net/orglogos/145520/638875215011747371.jpg
158690,D’Anjou Antiques & Estate Sales,Naples,FL,34105,,(239) 293-2710,,Bronze,Naples,26.186046,-81.761076,/companies/FL/Naples/34105/158690,
170915,The Finer Things,Naples,FL,34119,,(516) 676-6979,http://finerthingstagsales.com/index.html,Basic,Naples,26.267982,-81.713744,,https://picturescdn.estatesales.net/orglogos/170915/639014049415753258.jpg
28235,Martin Estate Sales,Sarasota,FL,34241,Chase Oaks Dr,(978) 390-8803,https://www.martinestatesales.com/,Silver,Naples,27.224923,-82.254726,/companies/FL/Sarasota/34241/28235,https://picturescdn.estatesales.net/orglogos/28235/638916320912632949.jpg
4649,Remember That!,New Lenox,IL,60451,2819 Sheffield Dr,(630) 254-1953,http://www.Rememberthatestatesales.com,Silver,Naples,41.507824,-87.96519,/companies/IL/New-Lenox/60451/4649,
145706,Estate Love of Southwest Florida,Naples,FL,34110,,(239) 326-1061,,Gold,Naples,26.299119,-81.78955,/companies/FL/Naples/34110/145706,https://picturescdn.estatesales.net/orglogos/145706/637534238861165299.jpg
12137,Burchard Galleries,Saint Petersburg,FL,33713,2528 30th Avenue N,(727) 821-1167,http://www.BurchardGalleries.com,Gold,Naples,27.788749,-82.677464,/companies/FL/Saint-Petersburg/33713/12137,https://picturescdn.estatesales.net/orglogos/12137/636634613674891810.jpg
146684,Caring Transitions Of Sarasota,Sarasota,FL,34236,40 N Osprey,(941) 702-6070,https://www.caringtransitionssarasota.com,Gold,Naples,27.326394,-82.559301,/companies/FL/Sarasota/34236/146684,https://picturescdn.estatesales.net/orglogos/146684/638476772749552989.jpg
144635,G.A. Designs & Estate Sales Inc.,Fort Lauderdale,FL,33308,"3611 NE 34th Ave., ",(508) 723-4176,https://gadesignsandestatesales.com/,Basic,Miami / Fort Lauderdale / West Palm Beach,26.186126,-80.108025,,https://picturescdn.estatesales.net/orglogos/144635/637426062822105337.jpg
20642,D.B.A of Kaplan Auctions,Hollywood,FL,33029,19825 NW 10TH ST,(954) 394-8445,http://www.kaplanauctions.net,Basic,Miami / Fort Lauderdale / West Palm Beach,25.993542,-80.408772,,https://picturescdn.estatesales.net/orglogos/20642/638195897682382263.jpg
27077,"Quick Estate Liquidators, Inc",Hialeah,FL,33016,14733 Breckness Place,(786) 953-4540,,Basic,Miami / Fort Lauderdale / West Palm Beach,25.89092,-80.335299,,
133334,D Auction LLC,Pompano Beach,FL,33064,,(954) 562-0648,http://www.dauctioncompany.com/,Basic,Miami / Fort Lauderdale / West Palm Beach,26.278344,-80.116324,,https://picturescdn.estatesales.net/orglogos/133334/636427619287668126.jpg
152372,A1 Auto Movers,Homestead,FL,33033,,(786) 765-7163,,Basic,Miami / Fort Lauderdale / West Palm Beach,25.485107,-80.400271,,
128897,White Rabbit,Miami,FL,33157,,(305) 753-3895,,Basic,Miami / Fort Lauderdale / West Palm Beach,25.60441,-80.335216,,https://picturescdn.estatesales.net/orglogos/128897/636038686593535949.jpg
28571,Abel Estate Sales,Palm Beach Gardens,FL,33418,3920 Northlake Blvd,(561) 293-6611,,Basic,Miami / Fort Lauderdale / West Palm Beach,26.854197,-80.190148,,//s3.amazonaws.com/pictures.estatesales.net/orglogos/28571/635622839225614474.jpg
142457,Prime Auction Solutions,West Palm Beach,FL,33411,2054 Vista View Parkway,(703) 889-8949,https://www.primeauctionsolutions.com/,Basic,Miami / Fort Lauderdale / West Palm Beach,26.709696,-80.202463,,https://picturescdn.estatesales.net/orglogos/142457/637222966049486575.jpg
164120,Magic City Antiques LLC,Miami,FL,33155,,(305) 484-5074,,Basic,Miami / Fort Lauderdale / West Palm Beach,25.736516,-80.310886,,
134399,Miami Estate Sales By Norma,Hialeah,FL,33012,4208 w 16 ave,(305) 733-4177,http://www.miamiestatesalesbynorma.com,Basic,Miami / Fort Lauderdale / West Palm Beach,25.865987,-80.302736,,https://picturescdn.estatesales.net/orglogos/134399/636556166757571762.jpg
30017,Curiously Beautiful,Delray Beach,FL,33483,1550 N Federal Hwy Suite 6,(561) 376-7339,,Basic,Miami / Fort Lauderdale / West Palm Beach,26.462875,-80.063821,,
11159,Upscale Furniture and Accessories Estate Sale,Miami,FL,33176,8845 SW 132 Street,(305) 491-5651,,Basic,Miami / Fort Lauderdale / West Palm Beach,25.657725,-80.358996,,
53738,Everything But The Katz,Fort Lauderdale,FL,33304,,(954) 868-7704,,Basic,Miami / Fort Lauderdale / West Palm Beach,26.137655,-80.123016,,
28526,Little Birds,Miami,FL,33133,3598 Avocado Av,(305) 528-4971,,Basic,Miami / Fort Lauderdale / West Palm Beach,25.726688,-80.235886,,
8795,Beautiful Sales,Miami Beach,FL,33139,,(305) 555-1212,,Basic,Miami / Fort Lauderdale / West Palm Beach,25.780996,-80.15267,,
128696,East Coast Fine Arts LLC,West Palm Beach,FL,33409,1750 N Florida Mango Rd Ste 414,(561) 345-3627,http://www.eastcoastfinearts.com,Basic,Miami / Fort Lauderdale / West Palm Beach,26.72046,-80.091082,,https://picturescdn.estatesales.net/orglogos/128696/636014449022640394.jpg
37553,Fields Auction Service,West Palm Beach,FL,33403,810 10th Street,(561) 844-0440,http://www.FieldsAuction.net,Basic,Miami / Fort Lauderdale / West Palm Beach,26.804388,-80.074771,,
163166,Lily & Sons Estate Liquidations,Fort Lauderdale,FL,33308,,(954) 999-9788,,Basic,Miami / Fort Lauderdale / West Palm Beach,26.186126,-80.108025,,https://picturescdn.estatesales.net/orglogos/163166/638542500843174561.jpg
130268,Art Estate Sales,West Palm Beach,FL,33405,3727 S. Dixie Hwy.,(561) 727-8796,https://chicagofineart.artweb.com/,Basic,Miami / Fort Lauderdale / West Palm Beach,26.667478,-80.059131,,https://picturescdn.estatesales.net/orglogos/130268/636176268686988364.jpg
141125,Allure Antique Auction Company,Boca Raton,FL,33431,2516 NW 2nd Avenue,(305) 479-3719,http://www.allureantiqueco.com,Basic,Miami / Fort Lauderdale / West Palm Beach,26.378146,-80.102036,,https://picturescdn.estatesales.net/orglogos/141125/637071745650199532.jpg
139259,Courtyard Gardens Senior Living,Boynton Beach,FL,33426,,(561) 317-8902,,Basic,Miami / Fort Lauderdale / West Palm Beach,26.527854,-80.080323,,
15269,Robbie's Estate Sales Inc,Miami,FL,33138,6337 NE 5th Ave,(786) 218-1692,http://www.robbiesestatesales.com,Basic,Miami / Fort Lauderdale / West Palm Beach,25.854178,-80.17979,,
6716,Estate Sales By Lily,Hollywood,FL,33029,18331 Pines Blvd,(954) 450-5050,http://www.estatesalesbylily.com,Basic,Miami / Fort Lauderdale / West Palm Beach,25.993542,-80.408772,,
138884,"Pandora Antiques, LLC",Miami,FL,33186,,(786) 473-1128,,Basic,Miami / Fort Lauderdale / West Palm Beach,25.656028,-80.414856,,
143762,"Above And Beyond Estate Sales, Inc.",Fort Lauderdale,FL,33330,5846 S. Flamingo Road #2100,(954) 540-4612,http://www.AboveandBeyondSales.net,Basic,Miami / Fort Lauderdale / West Palm Beach,26.05865,-80.325402,,https://picturescdn.estatesales.net/orglogos/143762/637352604436277426.jpg
162737,Monday Estate Services,Boca Raton,FL,33432,,(754) 315-5355,http://www.MondayEstate.com,Basic,Miami / Fort Lauderdale / West Palm Beach,26.346542,-80.08339,,
145571,Robbybuys,Fort Lauderdale,FL,33301,470 NE 5th ave,(804) 239-3421,https://robbybuys.com/,Basic,Miami / Fort Lauderdale / West Palm Beach,26.121115,-80.127232,,https://picturescdn.estatesales.net/orglogos/145571/637524791955091244.jpg
162491,Distinct Discoveries Estate Sales & Services,Pompano Beach,FL,33068,,(754) 333-1320,http://www.SouthFloridaEstateSales.net,Basic,Miami / Fort Lauderdale / West Palm Beach,26.214184,-80.211068,,https://picturescdn.estatesales.net/orglogos/162491/638525206770932057.jpg
22013,Sunset Auction Co,Miami,FL,33256,PO Box 6153,(305) 926-8864,http://www.SunsetAuctionCo.com,Basic,Miami / Fort Lauderdale / West Palm Beach,25.6789,-80.3175,,
77048,Antique And Vintage Corp,Dania,FL,33004,34 South Federal Hwy Ste B,(863) 610-0201,,Basic,Miami / Fort Lauderdale / West Palm Beach,26.063048,-80.137732,,https://picturescdn.estatesales.net/orglogos/77048/635985037254711192.jpg
130313,Maggiordomo Estate Services LLC,Fort Lauderdale,FL,33334,,(305) 610-3376,,Basic,Miami / Fort Lauderdale / West Palm Beach,26.18409,-80.134724,,
153788,The Real Real,Miami Beach,FL,33140,,(917) 865-3462,,Basic,Miami / Fort Lauderdale / West Palm Beach,25.822666,-80.139628,,https://picturescdn.estatesales.net/orglogos/153788/638090521971908933.jpg
151040,"Blue Moon Estate Sales Of Miami And Palm Beach, Florida",Palm Beach,FL,33480,240 Royal Poinciana Way,(305) 769-8088,https://www.bluemoonestatesales.com/Miami-Beach/,Basic,Miami / Fort Lauderdale / West Palm Beach,26.678858,-80.039237,,https://picturescdn.estatesales.net/orglogos/151040/637993273506289641.jpg
142862,Omni Auction Corp,Miami,FL,33186,,(954) 274-2451,https://coin-buyer-near-me.com/en,Basic,Miami / Fort Lauderdale / West Palm Beach,25.656028,-80.414856,,https://picturescdn.estatesales.net/orglogos/142862/637280948076017777.jpg
116018,I95 Auctions,Delray Beach,FL,33445,,(561) 265-3837,,Basic,Miami / Fort Lauderdale / West Palm Beach,26.454055,-80.104004,,
13751,Perfection in Estate Sales,Jupiter,FL,33458,The Palm Beaches,(561) 290-3952,,Basic,Miami / Fort Lauderdale / West Palm Beach,26.936947,-80.135437,,
20183,Estate Of Peace,Lake Worth,FL,33460,515 South N Street,(561) 523-8233,http://www.estateofpeace.com,Basic,Miami / Fort Lauderdale / West Palm Beach,26.61987,-80.058928,,
143795,Akiba Antiques Auction Gallery,Dania,FL,33004,12 NW 1st Ave,(305) 332-9274,http://www.akibagalleries.com,Basic,Miami / Fort Lauderdale / West Palm Beach,26.063048,-80.137732,,https://picturescdn.estatesales.net/orglogos/143795/638113334512123584.jpg
21059,Zan Estate Buyers Unlimeted,Boca Raton,FL,33433,1001 clint moor rd,(561) 542-4445,,Basic,Miami / Fort Lauderdale / West Palm Beach,26.348213,-80.158518,,
155234,Caring Transitions Of Fort Lauderdale East,Fort Lauderdale,FL,33334,,(954) 627-1942,https://www.caringtransitionsfortlauderdaleeast.com/,Basic,Miami / Fort Lauderdale / West Palm Beach,26.18409,-80.134724,,https://picturescdn.estatesales.net/orglogos/155234/638248900873423885.jpg
37049,"Foh, Inc",Miami,FL,33167,3151 NW 125th Street,(305) 757-7940,,Basic,Miami / Fort Lauderdale / West Palm Beach,25.892642,-80.239518,,
27122,Heavenly Estate Sales,West Palm Beach,FL,33403,1045 Lake Shore Drive #201,(561) 512-0541,http://www.heavenlyestatesales.com,Basic,Miami / Fort Lauderdale / West Palm Beach,26.804388,-80.074771,,
123200,Inherited Antiques & Estate Liquidations,Fort Lauderdale,FL,33308,213 Condict Drive,(954) 658-0168,http://www.Inheritedantiquesales.com,Basic,Miami / Fort Lauderdale / West Palm Beach,26.186126,-80.108025,,//s3.amazonaws.com/pictures.estatesales.net/orglogos/123200/635793309427679681.jpg
136001,The Polished Mango,Miami,FL,33143,,(305) 915-3464,,Basic,Miami / Fort Lauderdale / West Palm Beach,25.703525,-80.289967,,
36425,Style Haus Estate Sales,Miami,FL,33125,,(305) 205-2594,,Basic,Miami / Fort Lauderdale / West Palm Beach,25.783414,-80.239362,,
33923,Farmstead Estate Sales And Antiques,Jupiter,FL,33478,12878 Sandy Run,(561) 801-0111,,Basic,Miami / Fort Lauderdale / West Palm Beach,26.954231,-80.219606,,
34985,Worthy Spaces,Boca Raton,FL,33428,PO Box 970222,(561) 289-4140,,Basic,Miami / Fort Lauderdale / West Palm Beach,26.348604,-80.21901,,
158012,Webuyanyestates.com,Pompano Beach,FL,33073,,(561) 817-0800,,Basic,Miami / Fort Lauderdale / West Palm Beach,26.300892,-80.176926,,
147086,Church Of Mod,Fort Lauderdale,FL,33309,,(305) 776-4425,,Basic,Miami / Fort Lauderdale / West Palm Beach,26.188293,-80.170448,,https://picturescdn.estatesales.net/orglogos/147086/637637736168475085.jpg
159635,Antiques & Art International,Boynton Beach,FL,33426,,(561) 818-8383,,Basic,Miami / Fort Lauderdale / West Palm Beach,26.527854,-80.080323,,https://picturescdn.estatesales.net/orglogos/159635/638453494055215716.jpg
18848,Eloquent Sales LLC.,Delray Beach,FL,33446,6 abbey lane # 208,(954) 736-8357,http://www.eloquentsales.com,Basic,Miami / Fort Lauderdale / West Palm Beach,26.454256,-80.189141,,
33776,"Moecker Auctions, Inc.",Fort Lauderdale,FL,33315,"1883 Marina Mile Blvd., Suite 106",(954) 252-2887,http://www.moeckerauctions.com,Basic,Miami / Fort Lauderdale / West Palm Beach,26.090962,-80.153644,,https://picturescdn.estatesales.net/orglogos/33776/636118211637352638.jpg
14801,South Florida Estate Sales,Miami,FL,33179,18502 NE 5th Ave,(954) 701-6911,http://www.southfloridaestatesales.com,Basic,Miami / Fort Lauderdale / West Palm Beach,25.957634,-80.179325,,
26162,Taylor Made Estate Sales,North Palm Beach,FL,33408,203 D Sea Oats Dr,(954) 816-9904,,Basic,Miami / Fort Lauderdale / West Palm Beach,26.848664,-80.058839,,//s3.amazonaws.com/pictures.estatesales.net/orglogos/26162/635747471870975991.jpg
68300,Auction Gallery Of Boca Raton,Lake Worth,FL,33467,,(561) 755-9800,,Basic,Miami / Fort Lauderdale / West Palm Beach,26.595016,-80.175844,,
29534,Longobardi Antiques,Miami,FL,33133,2916 Louise Street,(305) 979-1317,,Basic,Miami / Fort Lauderdale / West Palm Beach,25.726688,-80.235886,,
129050,Auction Life,Boca Raton,FL,33487,,(561) 757-1551,http://www.auctionlifeflorida.com,Basic,Miami / Fort Lauderdale / West Palm Beach,26.408635,-80.092348,,https://picturescdn.estatesales.net/orglogos/129050/636766377844473633.jpg
78791,A Better Option Estates & Antiques,Miami,FL,33180,1903 BISCAYNE BLVD.,(305) 204-7876,,Basic,Miami / Fort Lauderdale / West Palm Beach,25.959732,-80.142,,//s3.amazonaws.com/pictures.estatesales.net/orglogos/78791/635684160860887954.jpg
146156,White Hound Ventures LLC,Pompano Beach,FL,33063,6574 N State Road 7,(954) 895-2786,http://www.whitehoundventures.com,Basic,Miami / Fort Lauderdale / West Palm Beach,26.252183,-80.209765,,https://picturescdn.estatesales.net/orglogos/146156/637565442180982372.jpg
24911,Tags To Riches,Boca Raton,FL,33498,11140 180th ct s,(207) 441-4135,,Basic,Miami / Fort Lauderdale / West Palm Beach,26.397396,-80.227452,,
23849,Treasure Box Estate Sales,Miami,FL,33156,11500 Sw 69 Ct,(786) 216-8851,http://treasureboxestatesales.com,Basic,Miami / Fort Lauderdale / West Palm Beach,25.660595,-80.292332,,
23909,Paul Reyes Auction Co.,Hollywood,FL,33020,1850 west trafalgar cir,(954) 922-2830,http://www.landmarkartgallery.com,Basic,Miami / Fort Lauderdale / West Palm Beach,26.022261,-80.149893,,
23285,Sobeart Absolute Estate Sales,Fort Lauderdale,FL,33334,,(305) 318-2527,,Basic,Miami / Fort Lauderdale / West Palm Beach,26.18409,-80.134724,,
147464,Auctionbid Inc,Delray Beach,FL,33446,7570 Ironbridge Circle,(561) 501-7135,http://www.auctionbid.hibid.com,Basic,Miami / Fort Lauderdale / West Palm Beach,26.454256,-80.189141,,https://picturescdn.estatesales.net/orglogos/147464/637667510298354693.jpg
139970,The Collected Estate,Miami,FL,33134,,(310) 874-2253,http://www.thecollectedestate.com/,Basic,Miami / Fort Lauderdale / West Palm Beach,25.752956,-80.271061,,https://picturescdn.estatesales.net/orglogos/139970/636977676496439929.jpg
35909,Family Thrift Auctions LLC,Fort Lauderdale,FL,33313,2699 N State Road 7,(954) 300-1313,,Basic,Miami / Fort Lauderdale / West Palm Beach,26.150275,-80.22983,,
157652,Palm Beach Estate Sale Liquidators/Interior Designers of Palm Beach,West Palm Beach,FL,33409,,(720) 985-6327,,Basic,Miami / Fort Lauderdale / West Palm Beach,26.72046,-80.091082,,
33596,"Blue Orchid Estate Sales, LLC",Jupiter,FL,33478,15292 97th Drive N,(561) 339-0381,http://blueorchidestatesales.com,Basic,Miami / Fort Lauderdale / West Palm Beach,26.954231,-80.219606,,//s3.amazonaws.com/pictures.estatesales.net/orglogos/33596/635495926489355718.jpg
130034,Cash For Clutter,Boca Raton,FL,33431,,(954) 328-4747,http://www.cashforclutter.net,Basic,Miami / Fort Lauderdale / West Palm Beach,26.378146,-80.102036,,https://picturescdn.estatesales.net/orglogos/130034/636139728409944761.jpg
148682,Estate Sales By Rajean,West Palm Beach,FL,33411,1127 Royal Palm Beach Blvd Apt #235,(561) 248-1222,http://www.EstateSalesByRajean.com/,Basic,Miami / Fort Lauderdale / West Palm Beach,26.709696,-80.202463,,https://picturescdn.estatesales.net/orglogos/148682/637790069777422256.jpg
165881,Gold Coast Liquidation,Fort Lauderdale,FL,33304,,(907) 953-9698,,Basic,Miami / Fort Lauderdale / West Palm Beach,26.137655,-80.123016,,
157919,Coral Gables Auction,Miami,FL,33145,,(786) 542-1658,,Gold,Miami / Fort Lauderdale / West Palm Beach,25.75277,-80.233228,/companies/FL/Miami/33145/157919,https://picturescdn.estatesales.net/orglogos/157919/638346322767143298.jpg
162650,House Of Craven Auction House,West Palm Beach,FL,33409,"4421 Annette Street, Unit 09",(305) 769-8088,http://www.houseofcraven.com,Basic,Miami / Fort Lauderdale / West Palm Beach,26.72046,-80.091082,,https://picturescdn.estatesales.net/orglogos/162650/638512897544468447.jpg
133316,The Dynamic Duo,Delray Beach,FL,33446,,(561) 504-1462,,Basic,Miami / Fort Lauderdale / West Palm Beach,26.454256,-80.189141,,
165674,Down to Business Estate Sales,Miami,FL,33175,,(786) 649-7530,,Basic,Miami / Fort Lauderdale / West Palm Beach,25.735166,-80.407478,,https://picturescdn.estatesales.net/orglogos/165674/638697159887286701.jpg
26945,"Merchandise Management Associates, Inc",West Palm Beach,FL,33405,West Palm Beach,(561) 232-8445,http://www.eclecticpatina.com,Bronze,Miami / Fort Lauderdale / West Palm Beach,26.667478,-80.059131,/companies/FL/West-Palm-Beach/33405/26945,https://picturescdn.estatesales.net/orglogos/26945/638624617277151094.jpg
134498,Jennifer van Weert Vintage,Miami,FL,33143,,(786) 833-5744,http://www.jennifervanweertvintage.com,Basic,Miami / Fort Lauderdale / West Palm Beach,25.703525,-80.289967,,https://picturescdn.estatesales.net/orglogos/134498/636652954099045649.jpg
16697,Estate Sales Of South Florida,West Palm Beach,FL,33409,1021 Elm Road,(561) 667-0552,http://www.estatesalesofsouthflorida.com,Gold,Miami / Fort Lauderdale / West Palm Beach,26.72046,-80.091082,/companies/FL/West-Palm-Beach/33409/16697,https://picturescdn.estatesales.net/orglogos/16697/635930658607553531.jpg
166463,Big Bush,Lake Worth,FL,33460,,(561) 445-4577,http://www.fengsway.com,Basic,Miami / Fort Lauderdale / West Palm Beach,26.61987,-80.058928,,https://picturescdn.estatesales.net/orglogos/166463/638810544832291030.jpg
150329,"Blue Moon Estate Sales Of Ft. Lauderdale, Hollywood, & Miami",Hollywood,FL,33020,,(954) 707-9772,https://www.bluemoonestatesales.com/ftlauderdale-miami/,Basic,Miami / Fort Lauderdale / West Palm Beach,26.022261,-80.149893,,https://picturescdn.estatesales.net/orglogos/150329/637910946867486700.jpg
123797,Hill Auction Gallery,Fort Lauderdale,FL,33351,,(305) 216-1561,,Gold,Miami / Fort Lauderdale / West Palm Beach,26.186882,-80.274688,/companies/FL/Fort-Lauderdale/33351/123797,https://picturescdn.estatesales.net/orglogos/123797/637425328681619230.jpg
167672,Oldngold,Lake Worth,FL,33467,,(772) 284-1902,,Basic,Miami / Fort Lauderdale / West Palm Beach,26.595016,-80.175844,,
27647,Legacy Estate & Home Furnishings Consignment,Boca Raton,FL,33431,2980 N FEDERAL HWY SUITE 1,(561) 409-2126,https://www.legacyfurnitureconsignment.com,Silver,Miami / Fort Lauderdale / West Palm Beach,26.378146,-80.102036,/companies/FL/Boca-Raton/33431/27647,https://picturescdn.estatesales.net/orglogos/27647/637533430088415373.jpg
168038,Prestige Auctions Inc,Coral Springs,FL,33065,,(954) 696-8017,,Gold,Miami / Fort Lauderdale / West Palm Beach,26.272128,-80.258362,/companies/FL/Coral-Springs/33065/168038,
163190,Bid2win Auction Company,Boynton Beach,FL,33435,,(561) 818-3900,,Gold,Miami / Fort Lauderdale / West Palm Beach,26.524058,-80.064158,/companies/FL/Boynton-Beach/33435/163190,https://picturescdn.estatesales.net/orglogos/163190/638873200949237331.jpg
136619,Platinum Auction Group & Estate Sales,Boca Raton,FL,33434,,(561) 360-5475,http://platinumauctiongroup.com/index.htm,Basic,Miami / Fort Lauderdale / West Palm Beach,26.381251,-80.170572,,https://picturescdn.estatesales.net/orglogos/136619/636698514090544890.jpg
13079,Auction Company of America,Miami,FL,33130,80 SW 8 Street Suite 2000,(305) 573-1616,http://www.AuctionCompanyofAmerica.com,Basic,Miami / Fort Lauderdale / West Palm Beach,25.766522,-80.203585,,https://picturescdn.estatesales.net/orglogos/13079/636189834891665861.jpg
168554,DMI AUCTIONS,Pompano Beach,FL,33064,4400 N.W. 19th Avenue - Suite J,(954) 977-5200,http://WWW.DMILiveAuctions.com,Gold,Miami / Fort Lauderdale / West Palm Beach,26.278344,-80.116324,/companies/FL/Pompano-Beach/33064/168554,https://picturescdn.estatesales.net/orglogos/168554/638885754085613262.jpg
156107,Feminine Touch Auctioneers,Pompano Beach,FL,33063,,(954) 610-8255,,Basic,Miami / Fort Lauderdale / West Palm Beach,26.252183,-80.209765,,
